time,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w,l_pos_x,l_pos_y,l_pos_z,l_rot_x,l_rot_y,l_rot_z,l_rot_w,r_pos_x,r_pos_y,r_pos_z,r_rot_x,r_rot_y,r_rot_z,r_rot_w,pose_idle,pose_looking_up,pose_looking_down,pose_looking_left,pose_looking_right,pose_head_tilt_left,pose_head_tilt_right,pose_nodding,pose_shaking_no,pose_tilting_side,Cybersickness,Comments
63,0.003275,0.928841,-0.000645,-0.002957,0.000486,0.010304,-0.999942,-0.139392,0.658519,0.244312,-0.199562,-0.01486,-0.055122,-0.978221,0.157898,0.601839,0.294496,0.356311,-0.010329,0.13483,0.924531,0,0,0,0,0,0,0,0,0,1,0,
64,0.003387,0.928732,-0.000477,-0.001754,0.000504,0.009916,-0.999949,-0.139665,0.658494,0.244633,-0.199203,-0.014814,-0.054327,-0.978339,0.157936,0.602019,0.294392,0.35588,-0.010565,0.135196,0.92464,0,0,0,0,0,0,0,0,0,1,0,
65,0.003181,0.928555,-0.000718,-0.001877,0.000801,0.00987,-0.999949,-0.13978,0.658805,0.244422,-0.19921,-0.014815,-0.054222,-0.978343,0.158029,0.601715,0.294463,0.35572,-0.01065,0.135372,0.924675,0,0,0,0,0,0,0,0,0,1,0,
66,0.002646,0.929089,-0.001027,-0.000345,0.001532,0.008929,-0.999959,-0.139785,0.658902,0.244558,-0.199582,-0.014946,-0.054429,-0.978254,0.157806,0.601499,0.294596,0.356224,-0.010244,0.135358,0.924488,0,0,0,0,0,0,0,0,0,1,0,
67,0.002211,0.92885,-0.001166,-0.000749,0.002885,0.008335,-0.999961,-0.139785,0.658902,0.244557,-0.199561,-0.014947,-0.054434,-0.978258,0.157941,0.60126,0.29481,0.356635,-0.010034,0.135149,0.924362,0,0,0,0,0,0,0,0,0,1,0,
68,0.002271,0.9287,-0.001181,-0.00049,0.002502,0.008693,-0.999959,-0.139785,0.658902,0.244557,-0.199557,-0.014945,-0.054432,-0.978259,0.157932,0.601482,0.294749,0.355971,-0.010086,0.135462,0.924572,1,0,0,0,0,0,0,0,0,0,0,
69,0.002353,0.929399,-0.000851,0.000145,0.002772,0.009172,-0.999954,-0.139771,0.658949,0.244549,-0.199391,-0.015011,-0.054197,-0.978305,0.158157,0.60175,0.29493,0.355426,-0.010209,0.135641,0.924754,1,0,0,0,0,0,0,0,0,0,0,
70,0.002539,0.928937,-0.001389,-0.000237,0.002644,0.009155,-0.999955,-0.139771,0.658949,0.244549,-0.199397,-0.015013,-0.05419,-0.978304,0.15803,0.60133,0.294611,0.356751,-0.010008,0.135134,0.92432,1,0,0,0,0,0,0,0,0,0,0,
71,0.002565,0.928996,-0.00142,7.00E-05,0.002145,0.009319,-0.999954,-0.139771,0.658949,0.244549,-0.1994,-0.015015,-0.054197,-0.978303,0.157835,0.601081,0.294969,0.356734,-0.010024,0.135139,0.924326,0,0,0,0,0,0,0,0,0,1,0,
72,0.002197,0.92913,-0.001143,-0.000161,0.002604,0.008612,-0.99996,-0.139771,0.658949,0.244549,-0.199392,-0.01501,-0.054197,-0.978305,0.158176,0.601162,0.295017,0.356421,-0.010008,0.135456,0.9244,0,0,0,0,0,0,0,0,0,1,0,
